Wall time,Step,Value
1500726371.880987,20,0.6997736692428589
1500726373.554986,26,0.6968919038772583
1500726378.0311697,42,0.6987950205802917
1500726378.5871694,44,0.7032358050346375
1500726379.424169,47,0.6973180770874023
1500726382.4881692,58,0.6982841491699219
1500726386.6729326,73,0.6959946751594543
1500726387.5160663,76,0.7001681327819824
1500726393.0945203,96,0.6947746872901917
1500726395.3298364,104,0.6913458108901978
1500726396.4506276,108,0.6883916258811951
1500726402.0384254,128,0.6870788931846619
1500726410.1212368,157,0.6869882941246033
1500726410.969177,160,0.6856156587600708
1500726413.476848,169,0.6874650716781616
1500726416.5465198,180,0.6849346160888672
1500726417.9453702,185,0.6836593747138977
1500726418.5053704,187,0.6829779148101807
1500726419.9105196,192,0.6819183230400085
1500726430.8783617,231,0.685757040977478
1500726432.2863634,236,0.6945620775222778
1500726436.561012,251,0.6949770450592041
1500726438.277838,257,0.6909127831459045
1500726439.7209747,262,0.6879595518112183
1500726441.713357,269,0.6845831871032715
1500726443.4207375,275,0.6846733689308167
1500726448.9014084,294,0.6812832355499268
1500726453.5475094,310,0.6711223125457764
1500726454.1161404,312,0.6709555983543396
1500726456.3931653,320,0.6685200333595276
1500726459.7806067,332,0.6592711210250854
1500726462.4004383,341,0.6591251492500305
1500726464.6458635,349,0.6599494814872742
1500726469.5403636,365,0.6738436222076416
1500726470.6932127,369,0.6648056507110596
1500726485.9578302,423,0.6346168518066406
1500726486.2398307,424,0.6351928114891052
1500726491.1006968,441,0.639366090297699
1500726491.9617074,444,0.6395026445388794
1500726492.8350315,447,0.6869428753852844
1500726497.1167877,462,0.688957691192627
1500726497.9740398,465,0.6799069046974182
1500726498.2597587,466,0.6760246753692627
1500726501.1795473,476,0.6516220569610596
1500726506.5713153,495,0.6279054284095764
1500726521.7201774,516,0.6423739194869995
1500726526.5061586,533,0.6745060086250305
1500726527.90816,538,0.6450893878936768
1500726535.6171668,565,0.6221922039985657
1500726538.4388487,575,0.6461282968521118
1500726540.1421158,581,0.6389902830123901
1500726542.1577146,588,0.6251828074455261
1500726542.4431057,589,0.6161913275718689
1500726546.6569095,604,0.5958389043807983
1500726551.7083774,622,0.5789434909820557
1500726552.2683768,624,0.5872417092323303
1500726555.644378,636,0.578997015953064
1500726557.6144576,643,0.6063284873962402
1500726557.895456,644,0.6087953448295593
1500726558.456457,646,0.5987498164176941
1500726559.2994583,649,0.5878910422325134
1500726559.8584576,651,0.59308260679245
1500726563.229197,663,0.6037369966506958
1500726566.0465772,673,0.6012194752693176
1500726570.8331857,690,0.5877385139465332
1500726578.0044565,716,0.589347243309021
1500726579.1527474,720,0.5801538825035095
1500726580.2913723,724,0.5746926665306091
1500726582.5732522,732,0.5683114528656006
1500726585.1423714,741,0.5975247025489807
1500726586.279861,745,0.6078928112983704
1500726588.843404,754,0.5793271660804749
1500726589.9837728,758,0.5843434929847717
1500726592.5603316,767,0.5730425119400024
1500726593.6977623,771,0.5817411541938782
1500726594.2704847,773,0.5800288915634155
1500726594.836891,775,0.5740370154380798
1500726596.8351538,782,0.5716849565505981
1500726598.2487483,787,0.5785401463508606
1500726598.8190274,789,0.5931912660598755
1500726600.2329862,794,0.579879105091095
1500726600.7969859,796,0.5806999802589417
1500726601.9319873,800,0.6502366662025452
1500726603.0529864,804,0.6564860343933105
1500726604.7369857,810,0.6377402544021606
1500726605.0179856,811,0.632213294506073
1500726611.5171406,834,0.5856457352638245
1500726612.6481388,838,0.5762099623680115
1500726621.92314,871,0.5989750623703003
1500726623.8901412,878,0.5613926649093628
1500726625.5721426,884,0.543173611164093
1500726629.5001416,898,0.5353679060935974
1500726630.6201432,902,0.5632648468017578
1500726632.5811431,909,0.5790548920631409
1500726633.1421437,911,0.5800054669380188
1500726634.8273551,917,0.6128213405609131
1500726635.3951142,919,0.6022794246673584
1500726639.3406677,933,0.552759051322937
1500726639.6226673,934,0.5504387021064758
1500726642.434839,944,0.5899128317832947
1500726643.2788384,947,0.6054084897041321
1500726645.819003,956,0.6157252192497253
1500726646.9444463,960,0.5913062691688538
1500726648.0684466,964,0.5743278861045837
1500726650.597448,973,0.5641759037971497
1500726650.8804483,974,0.5726650953292847
1500726652.5740855,980,0.5651779174804688
1500726652.8570862,981,0.5708068013191223
1500726654.2667081,986,0.553428590297699
1500726667.3463347,1004,0.5863201022148132
1500726668.190336,1007,0.5571750998497009
1500726670.7389777,1016,0.5646694898605347
1500726679.266931,1046,0.5472472310066223
1500726682.7039647,1059,0.5176042318344116
1500726684.3869638,1065,0.5354329943656921
1500726685.228292,1068,0.5538986325263977
1500726685.7967296,1070,0.5694929361343384
1500726686.923664,1074,0.5650991201400757
1500726688.6165285,1080,0.5537056922912598
1500726690.0297344,1085,0.5893266201019287
1500726692.8695743,1095,0.5455483794212341
1500726694.5666747,1101,0.5330086946487427
1500726695.9850132,1106,0.5491830110549927
1500726698.8204954,1116,0.5197531580924988
1500726700.2427666,1121,0.5301769375801086
1500726710.7491152,1158,0.5355876088142395
1500726711.8741148,1162,0.5350097417831421
1500726712.1551166,1163,0.5244206190109253
1500726712.4351163,1164,0.5167946219444275
1500726717.4971318,1182,0.5032941699028015
1500726721.1523018,1195,0.5136768221855164
1500726724.8013017,1208,0.5306910276412964
1500726732.1355853,1234,0.6374691128730774
1500726735.525727,1246,0.5508543848991394
1500726738.6839979,1257,0.5704234838485718
1500726739.5489993,1260,0.5754883289337158
1500726740.3959966,1263,0.5670287609100342
1500726746.063348,1283,0.5177751779556274
1500726747.755348,1289,0.5211440324783325
1500726749.7238593,1296,0.5262563824653625
1500726751.40786,1302,0.5354498028755188
1500726755.9265656,1318,0.5016103386878967
1500726756.776758,1321,0.5123437643051147
1500726759.9025927,1332,0.5505901575088501
1500726760.7682104,1335,0.5514317750930786
1500726761.6126945,1338,0.5538801550865173
1500726761.8926945,1339,0.5501814484596252
1500726775.4903562,1387,0.5723040103912354
1500726776.3333557,1390,0.5636635422706604
1500726777.1783564,1393,0.5564953684806824
1500726777.4593556,1394,0.554145097732544
1500726783.4300072,1416,0.4976199269294739
1500726786.8189511,1428,0.5232404470443726
1500726787.385858,1430,0.5228967070579529
1500726788.5160148,1434,0.5081167221069336
1500726789.6440146,1438,0.4963356554508209
1500726790.778088,1442,0.49154403805732727
1500726797.8213978,1467,0.4896133840084076
1500726798.1013982,1468,0.4903040826320648
1500726801.215576,1479,0.5203707814216614
1500726803.508279,1487,0.5427723526954651
1500726804.6502795,1491,0.511503279209137
1500726805.3053622,1493,0.507279634475708
1500726822.4435563,1525,0.555127739906311
1500726823.594727,1529,0.5534713864326477
1500726830.6364183,1554,0.48954546451568604
1500726835.1344168,1570,0.4926318824291229
1500726835.4144177,1571,0.48584046959877014
1500726839.6254187,1586,0.4593716561794281
1500726840.749418,1590,0.4877619445323944
1500726845.2334208,1606,0.4969899654388428
1500726845.514421,1607,0.5015714168548584
1500726849.1654205,1620,0.6400957703590393
1500726851.692421,1629,0.5550785660743713
1500726853.0964215,1634,0.5597224235534668
1500726854.4994218,1639,0.5293698906898499
1500726855.3414226,1642,0.5351988077163696
