Wall time,Step,Value
1500736975.7931108,20,0.49022671580314636
1500736976.3647475,26,0.4841561019420624
1500736977.880723,42,0.5218091011047363
1500736978.0717218,44,0.49677005410194397
1500736978.3557217,47,0.5161449909210205
1500736979.3977215,58,0.5583520531654358
1500736980.8297222,73,0.5338689684867859
1500736981.1127229,76,0.5396410226821899
1500736983.058564,96,0.5054230690002441
1500736983.829888,104,0.5076615214347839
1500736984.2568896,108,0.5125673413276672
1500736986.1328878,128,0.5249837040901184
1500736988.9969695,157,0.5301311612129211
1500736989.2829697,160,0.5276374816894531
1500736990.169397,169,0.5279174447059631
1500736991.210395,180,0.5127013921737671
1500736991.6832955,185,0.4956931471824646
1500736991.875295,187,0.4983864426612854
1500736992.3602965,192,0.504275918006897
1500736999.924708,231,0.5218800902366638
1500737000.4127078,236,0.5036604404449463
1500737001.8222084,251,0.4923574924468994
1500737002.3847294,257,0.5067566633224487
1500737002.8567605,262,0.5236483216285706
1500737003.5110776,269,0.5199356079101562
1500737004.091244,275,0.5079537034034729
1500737005.8669913,294,0.5382647514343262
1500737007.34505,310,0.4906725585460663
1500737007.5370514,312,0.49041351675987244
1500737008.2700503,320,0.4717439115047455
1500737009.390728,332,0.5246831178665161
1500737010.2439184,341,0.49881723523139954
1500737010.9819188,349,0.5183169841766357
1500737012.6699197,365,0.5292404294013977
1500737013.04592,369,0.5133534073829651
1500737021.5539396,423,0.5529956221580505
1500737021.6499386,424,0.539883553981781
1500737023.3224497,441,0.5167481303215027
1500737023.6159432,444,0.5028031468391418
1500737023.9132507,447,0.5095434784889221
1500737025.3641262,462,0.5087082982063293
1500737025.6520112,465,0.521020233631134
1500737025.7470112,466,0.5298557281494141
1500737026.6790116,476,0.5187513828277588
1500737028.432012,495,0.5488865971565247
1500737030.375015,516,0.5499088764190674
1500737032.2446904,533,0.5650156736373901
1500737032.722692,538,0.5686258673667908
1500737035.2775993,565,0.5748249292373657
1500737036.275558,575,0.5556448101997375
1500737036.852557,581,0.5446094870567322
1500737037.5314078,588,0.509876012802124
1500737037.6234083,589,0.4979509115219116
1500737042.5085351,604,0.5271518230438232
1500737044.2431004,622,0.5732985138893127
1500737044.4490993,624,0.5767155289649963
1500737045.6468532,636,0.5622904896736145
1500737046.3248448,643,0.5566587448120117
1500737046.4188447,644,0.5494303703308105
1500737046.606847,646,0.5569135546684265
1500737046.8828437,649,0.5608493685722351
1500737047.0668452,651,0.5524129867553711
1500737048.1815543,663,0.5612814426422119
1500737049.103554,673,0.579766035079956
1500737050.7054267,690,0.5726218223571777
1500737053.0823517,716,0.5939890146255493
1500737053.4853528,720,0.583831787109375
1500737053.881352,724,0.575444221496582
1500737054.666352,732,0.5852872133255005
1500737055.5003521,741,0.5790825486183167
1500737055.8743515,745,0.572525143623352
1500737056.705352,754,0.5730287432670593
1500737057.080353,758,0.5752578973770142
1500737057.9213524,767,0.6172440648078918
1500737058.2963538,771,0.6043206453323364
1500737058.480353,773,0.6243434548377991
1500737058.6643524,775,0.6127493977546692
1500737059.3203526,782,0.5848093628883362
1500737059.782353,787,0.5819715857505798
1500737059.967353,789,0.5903032422065735
1500737060.429353,794,0.5657526850700378
1500737060.612354,796,0.5754472017288208
1500737062.2113533,800,0.5778337121009827
1500737064.6730895,804,0.6023433208465576
1500737065.2285895,810,0.5959424376487732
1500737065.322091,811,0.5957232117652893
1500737067.4415977,834,0.5626134872436523
1500737067.8085976,838,0.5704822540283203
1500737070.8896,871,0.5826870203018188
1500737071.5538893,878,0.603175163269043
1500737072.1335285,884,0.5909973382949829
1500737073.4258232,898,0.5857807397842407
1500737073.7948244,902,0.5833244919776917
1500737074.49541,909,0.5866037607192993
1500737074.68041,911,0.5878053307533264
1500737075.2374556,917,0.5747690796852112
1500737075.430773,919,0.5858755111694336
1500737076.7692757,933,0.5937165021896362
1500737076.862775,934,0.5890323519706726
1500737077.804777,944,0.5984775424003601
1500737078.1047752,947,0.6073682308197021
1500737079.0456269,956,0.5982035994529724
1500737079.4378922,960,0.6028189063072205
1500737079.8118923,964,0.5995438098907471
1500737080.6568928,973,0.5950952768325806
1500737080.748892,974,0.5965232253074646
1500737081.3186457,980,0.5891159176826477
1500737081.4217136,981,0.5864543318748474
1500737081.9210796,986,0.5832758545875549
1500737087.121218,1004,0.6246030330657959
1500737087.4092171,1007,0.6278824806213379
1500737088.2626064,1016,0.6472715735435486
1500737091.0766776,1046,0.6461922526359558
1500737092.2362273,1059,0.6465497016906738
1500737092.8092275,1065,0.6417113542556763
1500737093.086228,1068,0.6370106935501099
1500737093.270227,1070,0.635978639125824
1500737093.6452281,1074,0.6453984379768372
1500737094.2012274,1080,0.6572538614273071
1500737094.6652277,1085,0.6421001553535461
1500737095.5901825,1095,0.6536403894424438
1500737096.1441815,1101,0.6457045674324036
1500737096.604182,1106,0.6457486152648926
1500737097.5251822,1116,0.6331800222396851
1500737097.983183,1121,0.6606100797653198
1500737101.4278157,1158,0.6694138050079346
1500737101.7968118,1162,0.6559649109840393
1500737101.8888118,1163,0.6591184139251709
